"id","political_party","text_clean.x","batch_id","sentiment","explanation","gemini_llm"
"1344565097176457216","ciudadanos","🍊 Cs ha sido un soplo de aire fresco en la política española. 📺 'Nuestro proyecto lo forman perfiles renovadores que vienen de la sociedad civil' en ✅ Somos el único partido que defiende sin complejos al constitucionalismo en Cataluña.",1,"positive","The tweet describes the party as a 'breath of fresh air' and highlights its 'renovating profiles' and defense of constitutionalism, all positive self-assessments.","positive"
"1344564721370935296","ciudadanos","👉 Para que un país escape de los extremismos tiene que haber un espacio de centro. 📺 'Cs es un partido de centro, y eso significa moderación y sensatez' en el 🍊 Nuestro proyecto se basa en poner por encima de todo a los ciudadanos.",1,"positive","The tweet positions the party as a 'center party' characterized by 'moderation and common sense', and states its project is based on prioritizing citizens, which are positive attributes.","positive"
"1344553003500646400","ciudadanos","⛅️ ¡Buenos días y #FelizJueves! 📺 Comienza la mañana con en el de Síguelo #EnDirecto aquí para no perderte nada 🔛",1,"neutral","The tweet is a simple greeting and an announcement to follow a broadcast, lacking any emotional content.","neutral"
"1344380121726267398","ciudadanos","⚠️ Es una irresponsabilidad que el PSOE priorice el partido sobre la salud de los españoles. 👉 El señor Illa ya ha demostrado que solo se reencuentra con ERC y con Podemos. 📻 'Nosotros aspiramos a repetir el aglutinamiento de votos de 2017' en",1,"negative","The tweet criticizes the PSOE for prioritizing the party over citizens' health and implies the minister is only interested in re-engaging with specific political groups, expressing strong disapproval.","negative"
"1344347523792719874","ciudadanos","🚨 Mientras España atraviesa la peor crisis sanitaria y económica... 🤦‍♂️ El presidente del Gobierno y el ministro de Sanidad piensan en candidaturas. ⁉¿Importa más el partido que la salud de los ciudadanos?",1,"negative","The tweet criticizes the President and Minister of Health for thinking about candidacies during a crisis and questions if the party is more important than citizens' health, expressing strong disapproval and concern.","negative"
"1344328647101075457","ciudadanos","👉 2020 ha sido un año muy difícil. ⚫ Nunca olvidaremos a los fallecidos por esta horrible pandemia. 🧡 Tampoco dejaremos de agradecer el trabajo de esos héroes que han estado en primera línea de batalla cuidando de nosotros. 📽",1,"neutral","The tweet acknowledges a difficult year and the loss of life, but also expresses gratitude for frontline workers and a commitment to continue their work, balancing negative and positive acknowledgments.","neutral"
"1344298199956287491","ciudadanos","🍊 Cs siempre demuestra estar a la altura de los españoles y ser un partido coherente. 👉 Para nosotros el interés general siempre estará por encima de todo. ▶",1,"positive","The tweet praises the party for being 'up to the task' and 'coherent', stating that the 'general interest is always above all', which are positive affirmations.","positive"
"1344262131538124801","ciudadanos","‼️ El ministro de Sanidad pensando en ser candidato en plena pandemia... 📡 'Esto nos aclara las intenciones del PSOE' #ActualidadCs ❌ ¿Cómo pueden priorizar el partido sobre la salud pública? ¡Es una irresponsabilidad!",1,"negative","The tweet expresses strong disapproval and calls the minister's actions 'irresponsible' for prioritizing the party over public health during a pandemic.","negative"
"1344261533862391810","ciudadanos","🍊 Con #PolíticaÚtil hemos demostrado que Cs es el único partido de centro. 📡 'Nuestra divisa es la defensa del centro, la sensatez y la moderación' #ActualidadCs ✅ Seguiremos defendiendo el constitucionalismo en Cataluña.",1,"positive","The tweet asserts that the party has demonstrated it is the 'only center party' and that its motto is the 'defense of the center, common sense, and moderation', highlighting positive characteristics and actions.","positive"
"1344259837509722113","ciudadanos","📡 ofrece una rueda prensa para comentar la actualidad. ➡️ ¡Te lo contamos! #ActualidadCs 🔛 #EnDirecto aquí",1,"neutral","The tweet announces a press conference and states that it will provide a summary, which is a factual announcement of an event.","neutral"
"1344198193106530305","ciudadanos","👋#BuenosDías. 🍊Desde Cs estamos orgullosos del trabajo realizado. ✅Frenamos una subida de impuestos. ✅Apoyamos presupuestos en varias CCAA. ✅Mejoramos la ley de eutanasia. ✅Y mucho más... 👉En 2021 seguiremos con más #PolíticaÚtil. 📻 en",2,"positive","The tweet lists several achievements and positive actions taken by 'Cs', such as stopping tax increases and improving laws, indicating a positive sentiment.","positive"
"1344003755268698112","ciudadanos","👎La gestión del Gobierno ha sido nefasta: ❌Uso partidista de la pandemia. ❌No ayuda a autónomos y pymes. ❌Plantea indultos a cambio de apoyos. ❌Mercadea con el CGPJ. 📻 'Cs, en cambio, ha demostrado estar a la altura de los españoles' en",2,"negative","The tweet uses negative language like 'nefasta' (disastrous) and lists several criticisms of the government's management, clearly indicating a negative sentiment.","negative"
"1343967517585399809","ciudadanos","❗Termina el año y los reclamos de los españoles siguen pendientes. ❌ Menos indultos para quienes intentan romper España. ✅ Más ayudas directas para las familias. 🚫 Basta ya de concesiones al separatismo.",2,"negative","The tweet expresses dissatisfaction with pending Spanish demands and uses negative framing like 'Menos indultos' (fewer pardons) and 'Basta ya' (enough), indicating a negative sentiment.","negative"
"1343932920352935936","ciudadanos","❌ La permisividad de la señora Colau ante la okupación ilegal es intolerable. 📡 'Si Cs gobierna en Cataluña se impulsará una ley #STOPOkupas que proteja a los propietarios y a las comunidades ante esta injusticia' #ActualidadCs",2,"negative","The tweet uses strong negative language like 'intolerable' and 'injusticia' (injustice) to describe the situation with illegal occupation, indicating a negative sentiment.","negative"
"1343932260152717313","ciudadanos","⚠️ 'Barcelona es un ensayo catastrófico del tripartito que pretenden poner en marcha ERC, PSC y Comuns en Cataluña' #ActualidadCs 👉 Mientras Madrid atrae a nuevas empresas, Barcelona las pierde. ❗️ ¡Hay que revertir esa situación!",2,"negative","The tweet describes Barcelona as a 'catastrophic ensayo' (catastrophic trial) and highlights that Barcelona is losing companies while Madrid attracts them, indicating a negative sentiment.","negative"
"1343931566993645571","ciudadanos","👉 Mientras que en Madrid se ayuda a hosteleros y comerciantes, en Cataluña se les da la espalda. 🛑¡Basta ya de dejación por parte del Govern! 📡 'Madrid es el claro ejemplo de que hay otra forma de tratar a los sectores productivos' #ActualidadCs",2,"negative","The tweet contrasts positive actions in Madrid with negative ones in Catalonia ('se les da la espalda' - they are turned their backs on) and uses 'Basta ya de dejación' (enough of neglect), indicating a negative sentiment.","negative"
"1343930618451783680","ciudadanos","✅Hay que apostar por la hostelería y el comercio, porque significa apostar por el empleo. 👉 En Madrid se han bajado los impuestos, por lo que es posible hacerlo también en Barcelona. 📡 'Pedimos al Gobierno de España que apruebe ayudas directas' #ActualidadCs",2,"positive","The tweet advocates for supporting hospitality and commerce, linking it to employment, and suggests that lowering taxes is possible, indicating a positive and proactive sentiment.","positive"
"1343929883387428867","ciudadanos","✅ En el Ayto. de hemos demostrado generosidad con los Pactos de la Villa y los Presupuestos. 👉 Nuestra prioridad han sido los madrileños. 📡 'Nuestras pymes y autónomos sufren y cuentan con nuestro apoyo para resistir' #ActualidadCs",2,"positive","The tweet highlights 'generosidad' (generosity) and states that the priority has been the people of Madrid, indicating a positive sentiment about their actions.","positive"
"1343929166341808129","ciudadanos","🔙 Barcelona siempre ha sido un ejemplo de ciudad cosmopolita. 👎 Pero el tripartito lo ha echado todo por tierra con delirios separatistas. 🍊 'Madrid y Barcelona no tienen que competir, pueden ser perfectas aliadas en el mundo global' #ActualidadCs",2,"negative","The tweet contrasts Barcelona's past with its current state, stating the 'tripartito lo ha echado todo por tierra' (tripartite has ruined everything), indicating a negative sentiment.","negative"
"1343928611544461409","ciudadanos","⚠️Barcelona es un campo de pruebas del tripartito que quieren llevar a cabo ERC, Socialistas y Comunes en Cataluña. 🍊 'Con su mala gestión han degradado a Barcelona y han empobrecido a los barceloneses' #ActualidadCs",2,"negative","The tweet describes Barcelona as a 'campo de pruebas' (testing ground) for a tripartite government and states that their 'mala gestión' (bad management) has degraded the city and impoverished its residents, indicating a negative sentiment.","negative"
"1343927304372838401","ciudadanos","🍊 , y se han reunido hoy con el Gremio de Restauradores y el de Hosteleros y han visitado el Ayuntamiento de Barcelona. 📡 Después han ofrecido una rueda de prensa, ¡te dejamos un resumen!",2,"neutral","This tweet reports on a meeting and a press conference without expressing an opinion or emotion about the events, making it neutral.","neutral"
"1343892841232277505","ciudadanos","📡 'Es indignante que el Gobierno piense más en sus socios que en el sufrimiento de los españoles' #ActualidadCs 🤦‍♂️ España necesita menos indultos... 👉 Y más ayudas directas a nuestras pymes y autónomos.",2,"negative","The tweet expresses indignation ('indignante') about the government's priorities and calls for more aid instead of pardons, indicating a negative sentiment.","negative"
"1343892324368179202","ciudadanos","🍊 Es posible dar carpetazo al procés si el constitucionalismo sale a votar el próximo #14F 📡 'Tenemos el mejor equipo para gobernar en Cataluña pensando en todos los catalanes' #ActualidadCs 👉Es momento de iniciar una nueva etapa de prosperidad y convivencia.",2,"positive","The tweet suggests that it is possible to resolve the 'procés' if constitutionalism votes and presents their team as the best to govern, indicating a positive and hopeful sentiment.","positive"
"1343891208968560640","ciudadanos","🚨 Las próximas semanas van a estar marcadas por una tercera ola de #COVID19 a pesar de la vacunación. 📡 'Le pido al Gobierno de España que trabaje más por los ciudadanos y menos por sus intereses' #ActualidadCs 🇪🇸 Es lo que se merecen los españoles.",2,"negative","The tweet asks the government to work more for citizens and less for their interests, implying a criticism of the government's current focus, indicating a negative sentiment.","negative"
"1343890442065235969","ciudadanos","📡 'La oposición no es una sala de espera en la que se está hasta que se llega a gobernar' #ActualidadCs 🍊 Cs va a apoyar los presupuestos de CCAA y ciudades importantes de España. ✅ Hemos demostrado estar a la altura de las circunstancias.",2,"positive","The tweet states that opposition is not just waiting to govern and that 'Cs' will support budgets, demonstrating a proactive and responsible approach, indicating a positive sentiment.","positive"
"1343889937880543234","ciudadanos","📡 'Hemos hecho una labor de oposición responsable' #ActualidadCs ✅ Ofrecimos una alternativa moderada y frenamos subidas de impuestos a la clase media ❌ Pero el Gobierno eligió la radicalidad del separatismo.",2,"negative","The tweet describes their opposition work as responsible but contrasts it with the government's choice of 'radicalidad del separatismo' (radicalism of separatism), indicating a negative sentiment towards the government's actions.","negative"
"1343889121362792450","ciudadanos","😷 ¡Ya hemos empezado la campaña de vacunación! 📡 'Estamos ante una gran noticia, un gran avance de la ciencia y de coordinación de la Unión Europea' #ActualidadCs 👉 Pero debemos seguir con prudencia porque aún queda para acabar con esta pesadilla.",2,"positive","The tweet describes the vaccination campaign as a 'gran noticia' (great news) and a 'gran avance' (great advance), indicating a positive sentiment.","positive"
"1343888080294600706","ciudadanos","👉 Hoy tradicionalmente se hace un repaso de la labor del Gobierno. ‼️ Pero este año, la valoración la harán los españoles y no los expertos elegidos a dedo por Sánchez 📡 'Ha faltado liderazgo a nivel nacional para dirigir esta pandemia' #ActualidadCs",2,"negative","The tweet criticizes the lack of national leadership in managing the pandemic, implying a negative assessment of the government's performance.","negative"
"1343887589263233024","ciudadanos","⚫️Hemos perdido a más de 70.000 españoles por la pandemia. 📡 'Quiero acordarme de ellos y de los que sufren las consecuencias económicas de esta crisis ' #ActualidadCs 🧡Gracias a todos los sanitarios y trabajadores esenciales que han estado en primera línea.",2,"negative","The tweet acknowledges the loss of life and economic suffering due to the pandemic, expressing empathy and gratitude to essential workers, but the overall context of loss and suffering points to a negative sentiment.","negative"
"1343885754565611520","ciudadanos","🍊 Esta mañana se ha reunido el Comité Permanente de Cs. 📡 Tras la reunión, ofrece una rueda de prensa para valorar la #ActualidadCs 🔛 ¡No te lo pierdas #EnDirecto!",2,"neutral","This tweet announces a meeting and a press conference without expressing any opinion or emotion, making it neutral.","neutral"
"1343860007524302849","ciudadanos","⚠ Mientras los comerciantes catalanes sufren la crisis, las juventudes de ERC los atacan con campañas infames y racistas. 🛑 ¡Desde Cs no lo consentiremos! 🧡 Por ello hacemos una llamada a la solidaridad de los catalanes: cuando compres, piensa en TODOS.",3,"negative","The tweet uses strong negative language like 'sufren la crisis', 'atacan', 'infames y racistas', and 'no lo consentiremos' to describe a situation, indicating a negative sentiment.","negative"
"1343840430518054914","ciudadanos","👋#BuenosDías, Ciudadanos. 🧡¡Seguimos trabajando para que nadie se quede atrás! 🍊En los #PresupuestosMadrid2021 apostamos por unas cuentas sociales para afrontar la #COVID19. 👉942 millones de gasto social 👉280 millones para dependencia 👉19 millones en ayudas alimentación",3,"positive","The tweet uses positive greetings like '#BuenosDías' and phrases like 'Seguimos trabajando para que nadie se quede atrás!' and highlights positive actions like 'apostamos por unas cuentas sociales', indicating a positive sentiment.","positive"
"1343641370809016324","ciudadanos","👉Mientras los hosteleros y comerciantes catalanes sufren... ⚠Los separatistas radicales les atacan con campañas llenas de odio. ⚠Y el Govern sigue sin ofrecerles ningún tipo de apoyo. 📽 Hoy les ha mostrado el apoyo de , ¡dale al play!",3,"negative","The tweet uses negative terms such as 'sufren', 'atacan', 'llenas de odio', and 'sin ofrecerles ningún tipo de apoyo' to describe the situation of business owners, conveying a negative sentiment.","negative"
"1343611735765381121","ciudadanos","❌ ¡Basta ya! La convivencia en Cataluña no se recupera dando privilegios a quienes quieren romperla. ⚠ El PSOE demuestra con sus actos que solo piensa en un tripartito con el separatismo. ✋ No lo permitiremos. ▶",3,"negative","The tweet uses strong negative phrases like '¡Basta ya!', 'no se recupera dando privilegios', 'quienes quieren romperla', 'solo piensa en un tripartito con el separatismo', and 'No lo permitiremos', indicating a negative sentiment.","negative"
"1343567380073635842","ciudadanos","🍊Desde Cs seguimos trabajando por la regeneración y la transparencia. ✅La Oficina contra el Fraude y la Corrupción ya es una realidad en #Andalucía. ❌No vamos a permitir que se repitan las corruptelas practicadas durante décadas de gobiernos socialistas. #STOPCorrupción",3,"positive","The tweet uses positive terms like 'seguimos trabajando por la regeneración y la transparencia', 'ya es una realidad', and 'No vamos a permitir que se repitan las corruptelas' (framed as a positive action against corruption), indicating a positive sentiment.","positive"
"1343531955858636802","ciudadanos","🍊 Desde Cs exigimos la comparecencia del ministro de Sanidad para conocer las medidas frente a la nueva cepa de la #COVID19 📡 'Pediremos todas las explicaciones que hagan falta para mantener informados a todos los ciudadanos sobre la vacunación' #ActualidadCs",3,"neutral","The tweet is a call for action and information regarding a health crisis, using neutral language to request a minister's appearance and information about vaccination. While the topic is serious, the tone is informative rather than emotionally charged.","neutral"
"1343531550768574465","ciudadanos","👉 Desde sabemos que el plan oculto del PSC es gobernar con ERC. 📡 'Exigimos que el señor Iceta se pronuncie' #ActualidadCs ⁉️ ¿Hasta cuándo el PSOE seguirá haciendo concesiones a quienes quieren romper España?",3,"negative","The tweet uses accusatory language like 'plan oculto', 'Exigimos que el señor Iceta se pronuncie', and '¿Hasta cuándo el PSOE seguirá haciendo concesiones a quienes quieren romper España?', indicating a negative sentiment towards political actions.","negative"
"1343531109246754818","ciudadanos","👉Los hosteleros están soportando lo insoportable para no cerrar. 📡 'Las franjas horarias y las restricciones impuestas por la Generalitat les perjudican' #ActualidadCs ‼️ ¡Basta ya de improvisación! Hacen falta ayudas directas por parte del Govern.",3,"negative","The tweet describes a negative situation for business owners ('soportando lo insoportable', 'les perjudican') and criticizes government actions ('¡Basta ya de improvisación!', 'Hacen falta ayudas directas'), indicating a negative sentiment.","negative"
"1343530555053404160","ciudadanos","❗️Cataluña necesita dar carpetazo al procés. 📡 'Cs es la opción, la casa común del constitucionalismo' #ActualidadCs ✅ El próximo #14F es nuestra oportunidad para gobernar para todos los catalanes.",3,"positive","The tweet presents a political party as a solution ('Cs es la opción, la casa común del constitucionalismo') and an opportunity ('nuestra oportunidad para gobernar para todos los catalanes'), indicating a positive sentiment towards their political stance.","positive"
"1343529237404377088","ciudadanos","⚠️ Los hosteleros y comerciantes de Lleida están sufriendo una nueva campaña por parte de las juventudes de ERC 📡 'Han puesto pancartas para que no compren a quienes hablan español' #ActualidadCs ❌¡No permitiremos que sigan fomentando el odio entre catalanes!",3,"negative","The tweet uses strong negative language like 'sufriendo una nueva campaña', 'Han puesto pancartas para que no compren a quienes hablan español', '¡No permitiremos que sigan fomentando el odio entre catalanes!', indicating a negative sentiment.","negative"
"1343522978584276992","ciudadanos","🍊 se ha reunido hoy con comerciantes, hosteleros y autónomos de Lleida. 📡 Acompáñanos #EnDirecto. 🔛 ¡No te pierdas la #ActualidadCs!",3,"neutral","The tweet reports on a meeting and invites people to watch a live broadcast. The language is informative and promotional, without expressing strong positive or negative emotions.","neutral"
"1343492454675263489","ciudadanos","⚽♥️ Cs y el F.C. Barcelona han llegado a un acuerdo para que el equipo azulgrana luzca en su camiseta el corazón tribandera a partir del 1 de enero. ✅ Se defenderán así los valores de la igualdad, la libertad y la unión. 🗞 Más info aquí #28deDiciembre",3,"positive","The tweet announces an agreement and highlights positive values like 'igualdad, la libertad y la unión', indicating a positive sentiment.","positive"
"1343479592548499458","ciudadanos","⚠️ ¡Podemos ha desconectado de la calle! 🎄 Estas Navidades se ha hablado de salud y de trabajo, que es lo que realmente preocupa a los españoles. ❌ Pero ellos insisten en atacar nuestras instituciones. 📺 ¡Así de claro lo explica ! #LaHoraVillacís",3,"negative","The tweet uses negative phrases like 'ha desconectado de la calle', 'insisten en atacar nuestras instituciones', and criticizes a political party's actions, indicating a negative sentiment.","negative"
"1343476985587236864","ciudadanos","🚨 El Gobierno de España ha dejado abandonados a la hostelería y al comercio en su peor momento. 📺 'Por eso desde el Ayto. de nos hemos esforzado por sacar adelante unos Presupuestos buenos para estos sectores' #LaHoraVillacís",3,"negative","The tweet criticizes the government for abandoning sectors ('ha dejado abandonados') and highlights the efforts made by the local government to compensate, indicating a negative sentiment towards the national government's actions.","negative"
"1343473883505184770","ciudadanos","📺 'La única forma de perimetrar Barajas es adoptar un criterio objetivo: hacer una PCR sistemática' #LaHoraVillacís ✅ Así se protegería nuestro país y se ofrecería seguridad a los españoles frente a la #COVID19",3,"neutral","The tweet proposes a specific measure ('hacer una PCR sistemática') as a way to protect the country and offer security. The language is objective and solution-oriented, without strong emotional expression.","neutral"
"1343472144467054593","ciudadanos","❌ Sánchez no puede estar sólo para lo bueno, también tiene que estar en lo malo. 👎 España no se podía permitir 17 planes diferentes para Navidades. 📺 'Esto demuestra que el Gobierno de España no ha aprendido nada de los errores' #LaHoraVillacís",3,"negative","The tweet criticizes the Prime Minister's actions and the government's handling of a situation ('no puede estar sólo para lo bueno', 'no se podía permitir 17 planes diferentes', 'no ha aprendido nada de los errores'), indicating a negative sentiment.","negative"
"1343471097308733440","ciudadanos","👉 Los españoles hemos pasado una etapa que nos ha generado mucha desconfianza. 📺 'Pero yo les digo que, cuando se hayan vacunado a las personas de riesgo y haya una campaña de vacunación, me vacunaré junto con toda mi familia' #LaHoraVillacís",3,"neutral","The tweet acknowledges past distrust but expresses a personal commitment to vaccination once certain conditions are met. The tone is personal and forward-looking, without strong positive or negative emotional bias.","neutral"
"1343468934968840193","ciudadanos","⛅️ ¡Buenos días y #FelizLunes! 📺 Comienza la mañana con en ⏰ En unos minutos estará comentando la actualidad, ¡no te lo pierdas! ➡️",3,"neutral","This is a simple greeting and announcement of a program. The language is neutral and informative.","neutral"
"1343247775488684035","ciudadanos","🧸 Hoy ha donado a los juguetes recogidos por en Cataluña. 🎄 Gracias a la solidaridad de miles de voluntarios, no faltará comida, mascarillas e ilusión en muchos hogares estas navidades.",3,"positive","The tweet describes a donation and expresses gratitude for solidarity, highlighting positive outcomes like 'no faltará comida, mascarillas e ilusión', indicating a positive sentiment.","positive"
"1343221010359840768","ciudadanos","🎄 Con la campaña #ComparteAndalucía invitamos a los ciudadanos a mostrar nuestra región durante estas fiestas. 📻 'Queremos mantener viva la ilusión de los viajeros por nuestra tierra para que vuelvan a ella cuando acabe la pandemia'",3,"positive","The tweet describes a campaign inviting citizens to showcase their region and expresses a desire to maintain travelers' enthusiasm, indicating a positive sentiment towards tourism and regional promotion.","positive"
"1343220968328716288","ciudadanos","🚨 No podemos abandonar el turismo, es esencial para la economía española. ✅ La está trabajando en la pronta recuperación de este sector. 📻 'El turismo nos ayudará a salir de esta crisis por su capacidad de resiliencia'",4,"positive","The tweet emphasizes the essential role of tourism for the Spanish economy and its capacity to help overcome the crisis, indicating a positive outlook.","positive"
"1343220887659667456","ciudadanos","📻 ¿Te perdiste la entrevista de esta mañana en el programa de ? 👉 ¡Te dejamos un resumen con lo más destacado a continuación!",4,"neutral","This tweet is an announcement about a radio interview and a summary of its highlights, lacking any emotional tone or opinion.","neutral"
"1343163622336376833","ciudadanos","❌ Illa apoya los pactos con Podemos ❌ Ábalos quiere 'aliviar tensiones' con separatistas ❌ Iceta descalifica a la Fiscalía... ‼️ ¡Dejen de erosionar el Estado de Derecho! 📡 'Evidencian la intención del PSOE de pactar un tripartito en Cataluña' #ActualidadCs",4,"negative","The tweet uses multiple '❌' emojis and strong negative statements like 'Dejen de erosionar el Estado de Derecho!' to criticize political actions.","negative"
"1343160930302095362","ciudadanos","❌ El Gobierno de España NO debe aprovechar políticamente esta vacunación. ✅ Este es un éxito de la Ciencia, de Europa y de todos los españoles. 📡 'Hay que consensuar y coordinar la administración de la vacuna con las comunidades autónomas' #ActualidadCs",4,"negative","The tweet uses a '❌' emoji and states that the government 'NO debe aprovechar políticamente esta vacunación', expressing a negative sentiment towards political exploitation of vaccination.","negative"
"1343159600498020352","ciudadanos","🇪🇸 Es el primer día de vacunación contra el #COVID19 en España. 📡 'Es un momento de esperanza para todos los españoles para superar esta pandemia' #ActualidadCs 😷 Sigamos siendo responsables, la vacuna no nos exime de tomar todas las precauciones.",4,"positive","The tweet expresses hope for overcoming the pandemic with the start of vaccination and encourages responsible behavior, conveying a positive and hopeful message.","positive"
"1343158768046141442","ciudadanos","🧸 Hoy hemos donado en la central de en Barcelona los juguetes recogidos por . 📡 'Estamos orgullosos de la solidaridad de miles de voluntarios españoles que reparten alimentos y mascarillas para aquellos que lo necesitan' #ActualidadCs",4,"positive","The tweet highlights a donation of toys and expresses pride in the solidarity of volunteers, indicating a positive and commendable action.","positive"
"1343151441012252677","ciudadanos","🎄🧸 ha entregado en los juguetes recogidos en las sedes de para que ningún niño se quede sin regalos estas navidades. 📡 ¡Síguelo #EnDirecto!",4,"positive","The tweet describes a toy donation to ensure children receive gifts for Christmas, conveying a positive and heartwarming message.","positive"
"1343132040796004352","ciudadanos","☕️ ¡Buenos días y #FelizDomingo! 🍊 ha sido el único dique de contención del separatismo. 🖋️ 'Iceta nunca está cuando se le espera en defensa de los principios constitucionales' 🗞️ Lee aquí la entrevista de en .",4,"negative","The tweet uses negative phrasing like 'único dique de contención del separatismo' and criticizes a political figure with 'nunca está cuando se le espera', indicating a negative sentiment.","negative"
"1342890822262517760","ciudadanos","⚠️ Esta semana se ha consumado el atropello de la #LeyCelaá. 🤦‍♀️ El PSOE ha vendido la educación de millones de españoles al separatismo por un puñado de votos. ✋ No te pierdas el repaso de diciendo #STOPLeyCelaá en el Senado.",4,"negative","The tweet uses '🤦‍♀️' and strong negative language like 'atropello' and 'vendido la educación' to express strong disapproval of a political decision.","negative"
"1342836046044811264","ciudadanos","👩‍🍳 En el Día de #SanEsteban no podíamos quedarnos sin disfrutar de los tradicionales canelones. 🍴 , , , y nos cuentan cómo los hacen. 📽 ¡Descúbrelo aquí!",4,"neutral","This tweet is a factual announcement about a traditional dish and mentions various people who will share how they prepare it, without expressing any sentiment.","neutral"
"1342800499028975616","ciudadanos","🏃‍♀️🏃‍♂️ Los #PresupuestosMadrid2021 ayudarán a mejorar la salud de los madrileños a través del deporte. ✅ Asegurar la sostenibilidad de nuestro deporte base. ✅ Fomentar el deporte femenino, deportes minoritarios e inclusivos. ✅ Combatir la obesidad infantil. #MadridEsDeporte",4,"positive","The tweet lists positive outcomes of the 'PresupuestosMadrid2021' such as improving health through sport, ensuring sustainability, and combating childhood obesity, all indicating positive impacts.","positive"
"1342769332271636480","ciudadanos","☀ ¡Buenos días y #FelizSábado! 🤦‍♂️ Los tripartitos fueron la antesala de la década de confrontación en Cataluña. ✅ La solución es dar carpetazo al 'procés' el #14F y gobernar #UnaCataluñaParaTODOS. 🧐 ¡Lee la entrevista de en !",4,"negative","The tweet uses '🤦‍♂️' and describes past 'tripartitos' as leading to 'década de confrontación', expressing a negative view of past political situations and advocating for a different approach.","negative"
